Time,Tumor2Vas_species_Hot,Tumor2Vas_species_Cold,Tumor2Vas_species_AlbHot,Tumor2Vas_species_AlbCold,Tumor2_species_R,Tumor2Int_species_Hot,Tumor2Int_species_Cold,Tumor2Int_species_AlbHot,Tumor2Int_species_AlbCold,Tumor2Bound_species_Hot,Tumor2Bound_species_Cold,Tumor2Intern_species_Hot,Tumor2Intern_species_Cold,Art_species_Hot,Art_species_Cold,Art_species_AlbHot,Art_species_AlbCold,Vein_species_Hot,Vein_species_Cold,Vein_species_AlbHot,Vein_species_AlbCold,Tumor1_species_R,Tumor1Vas_species_Hot,Tumor1Vas_species_Cold,Tumor1Vas_species_AlbHot,Tumor1Vas_species_AlbCold,Tumor1Int_species_Hot,Tumor1Int_species_Cold,Tumor1Int_species_AlbHot,Tumor1Int_species_AlbCold,Tumor1Bound_species_Hot,Tumor1Bound_species_Cold,Tumor1Intern_species_Hot,Tumor1Intern_species_Cold,Kidney_species_R,KidneyVas_species_Hot,KidneyVas_species_Cold,KidneyVas_species_AlbHot,KidneyVas_species_AlbCold,KidneyInt_species_Hot,KidneyInt_species_Cold,KidneyBound_species_Hot,KidneyBound_species_Cold,KidneyIntern_species_Hot,KidneyIntern_species_Cold,HeartVas_species_Hot,HeartVas_species_Cold,HeartVas_species_AlbHot,HeartVas_species_AlbCold,HeartInt_species_Hot,HeartInt_species_Cold,SG_species_R,SGVas_species_Hot,SGVas_species_Cold,SGVas_species_AlbHot,SGVas_species_AlbCold,SGInt_species_Hot,SGInt_species_Cold,SGBound_species_Hot,SGBound_species_Cold,SGIntern_species_Hot,SGIntern_species_Cold,BoneVas_species_Hot,BoneVas_species_Cold,BoneVas_species_AlbHot,BoneVas_species_AlbCold,BoneInt_species_Hot,BoneInt_species_Cold,TumorRest_species_R,TumorRestVas_species_Hot,TumorRestVas_species_Cold,TumorRestVas_species_AlbHot,TumorRestVas_species_AlbCold,TumorRestInt_species_Hot,TumorRestInt_species_Cold,TumorRestInt_species_AlbHot,TumorRestInt_species_AlbCold,TumorRestBound_species_Hot,TumorRestBound_species_Cold,TumorRestIntern_species_Hot,TumorRestIntern_species_Cold,Spleen_species_R,SpleenVas_species_Hot,SpleenVas_species_Cold,SpleenVas_species_AlbHot,SpleenVas_species_AlbCold,SpleenInt_species_Hot,SpleenInt_species_Cold,SpleenBound_species_Hot,SpleenBound_species_Cold,SpleenIntern_species_Hot,SpleenIntern_species_Cold,Liver_species_R,LiverVas_species_Hot,LiverVas_species_Cold,LiverVas_species_AlbHot,LiverVas_species_AlbCold,LiverInt_species_Hot,LiverInt_species_Cold,LiverBound_species_Hot,LiverBound_species_Cold,LiverIntern_species_Hot,LiverIntern_species_Cold,Prostate_species_R,ProstateVas_species_Hot,ProstateVas_species_Cold,ProstateVas_species_AlbHot,ProstateVas_species_AlbCold,ProstateInt_species_Hot,ProstateInt_species_Cold,ProstateBound_species_Hot,ProstateBound_species_Cold,ProstateIntern_species_Hot,ProstateIntern_species_Cold,GI_species_R,GIVas_species_Hot,GIVas_species_Cold,GIVas_species_AlbHot,GIVas_species_AlbCold,GIInt_species_Hot,GIInt_species_Cold,GIBound_species_Hot,GIBound_species_Cold,GIIntern_species_Hot,GIIntern_species_Cold,RestVas_species_Hot,RestVas_species_Cold,RestVas_species_AlbHot,RestVas_species_AlbCold,RestInt_species_Hot,RestInt_species_Cold,SkinVas_species_Hot,SkinVas_species_Cold,SkinVas_species_AlbHot,SkinVas_species_AlbCold,SkinInt_species_Hot,SkinInt_species_Cold,MuscleVas_species_Hot,MuscleVas_species_Cold,MuscleVas_species_AlbHot,MuscleVas_species_AlbCold,MuscleInt_species_Hot,MuscleInt_species_Cold,BrainVas_species_Hot,BrainVas_species_Cold,BrainVas_species_AlbHot,BrainVas_species_AlbCold,BrainInt_species_Hot,BrainInt_species_Cold,RedMarrowVas_species_Hot,RedMarrowVas_species_Cold,RedMarrowVas_species_AlbHot,RedMarrowVas_species_AlbCold,RedMarrowInt_species_Hot,RedMarrowInt_species_Cold,LungsVas_species_Hot,LungsVas_species_Cold,LungsVas_species_AlbHot,LungsVas_species_AlbCold,LungsInt_species_Hot,LungsInt_species_Cold,AdiposeVas_species_Hot,AdiposeVas_species_Cold,AdiposeVas_species_AlbHot,AdiposeVas_species_AlbCold,AdiposeInt_species_Hot,AdiposeInt_species_Cold,KidneyIntera_species_Hot,KidneyIntera_species_Cold,UnknownCompartment_parameter_lambdaPhys,UnknownCompartment_parameter_numberPerNanomole,UnknownCompartment_parameter_RepeatCount,UnknownCompartment_parameter_RepeatTimeInterval,UnknownCompartment_parameter_Tumor1VolumeCoeff,UnknownCompartment_observable_Tumor1_TotalHot,UnknownCompartment_observable_Tumor2_TotalHot,UnknownCompartment_observable_TumorTotalHot,UnknownCompartment_observable_KidneyTotalHot,UnknownCompartment_observable_SGTotalHot,UnknownCompartment_observable_LiverTotalHot,UnknownCompartment_observable_ProstateTotalHot,UnknownCompartment_observable_SpleenTotalHot,UnknownCompartment_observable_RedMarrowTotalHot,UnknownCompartment_observable_BoneTotalHot,UnknownCompartment_observable_TIA_TumorTotal,UnknownCompartment_observable_TIA_Kidney,UnknownCompartment_observable_TIA_SG,UnknownCompartment_observable_TIA_Liver,UnknownCompartment_observable_TIA_Spleen,UnknownCompartment_observable_TIA_RedMarrow,UnknownCompartment_observable_HotStuffBlood,UnknownCompartment_observable_BloodTIA,UnknownCompartment_observable_repeatInterval,UnknownCompartment_observable_repeatdose
0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,4.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.097356,0,0,0,0,0,0,0,0,0,0,2.5403,0,0,0,0,0,0,0,0,0,0,0.59943661971831,0,0,0,0,0,0,0,0,0,0,2.66824225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15e-05,602200000000000,6,1,0.1,0,0,0,0,0,0,0,0,0,0,6772403304.19612,345596980639.697,52415117722.5076,1007451642699.24,22664983302.5216,152474728089.819,0,191617827947.131,1,6
0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,4.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.097356,0,0,0,0,0,0,0,0,0,0,2.5403,0,0,0,0,0,0,0,0,0,0,0.59943661971831,0,0,0,0,0,0,0,0,0,0,2.66824225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15e-05,602200000000000,6,1,0.1,0,0,0,0,0,0,0,0,0,0,6772403304.19612,345596980639.697,52415117722.5076,1007451642699.24,22664983302.5216,152474728089.819,0,191617827947.131,1,6
2.5298221281347e-07,7.99526992602174e-24,7.99526992699808e-24,0,0,6.46,3.41377114416938e-29,3.41377114469047e-29,0,0,1.67623089713207e-35,1.67623089743911e-35,3.57853672171078e-45,3.57853672247551e-45,7.38359987418473e-17,7.38359987486096e-17,0,0,2.52981917563821e-05,2.52981917571544e-05,0,0,0.057,2.35154997824169e-26,2.35154997852884e-26,0,0,1.00404935050402e-31,1.00404935065728e-31,0,0,1.47902580971319e-37,1.47902580998411e-37,3.15752930069017e-47,3.15752930136493e-47,4.354,3.50836558977324e-23,3.50836559020167e-23,0,0,2.56462973353804e-29,2.56462973392952e-29,2.35066577284126e-35,2.35066577327183e-35,5.01836817512551e-45,5.01836817619794e-45,7.38609875445726e-24,7.3860987553592e-24,0,0,4.74514930951179e-31,4.74514931023611e-31,0.798,7.30849476582041e-26,7.30849476671288e-26,0,0,1.73362657849141e-30,1.73362657875603e-30,2.81281229225002e-36,2.81281229276525e-36,6.00499137424197e-46,6.00499137552523e-46,9.23262443715629e-24,9.23262443828373e-24,0,0,5.25596052710941e-30,5.2559605279117e-30,13,1.14925374876473e-24,1.14925374890508e-24,0,0,4.90698160031216e-30,4.90698160106117e-30,0,0,3.3731985396298e-35,3.37319854024768e-35,7.20134371961486e-45,7.20134372115379e-45,0.097356,5.53955418678337e-24,5.53955418745982e-24,0,0,1.97103466627709e-29,1.97103466657795e-29,5.14879183125652e-37,5.14879183219963e-37,1.09920063349086e-46,1.09920063372576e-46,2.5403,1.20023822113843e-23,1.20023822128499e-23,0,0,6.0290544159734e-29,6.02905441689369e-29,3.93731610334865e-36,3.93731610406985e-36,8.40566194341248e-46,8.40566194520878e-46,0.59943661971831,1.14462957413829e-25,1.14462957427807e-25,0,0,1.01818071454019e-30,1.01818071469561e-30,1.06388804529133e-36,1.06388804548621e-36,2.27126372880023e-46,2.2712637292856e-46,2.66824225352113,2.95444107459723e-23,2.95444107495801e-23,0,0,8.69346386589498e-31,8.69346386722197e-31,1.06705891255646e-38,1.06705891275191e-38,2.2780331213505e-48,2.27803312183732e-48,8.12181804668588e-24,8.12181804767767e-24,0,0,2.81650109191994e-31,2.81650109234986e-31,9.23262771712893e-24,9.23262771825599e-24,0,0,1.9759864556219e-30,1.97598683131091e-30,3.13909319796302e-23,3.13909319834635e-23,0,0,1.27059019697762e-29,1.27059019717157e-29,2.21582627758378e-23,2.21582627785436e-23,0,0,0,0,5.53955044894981e-24,5.53955044962627e-24,0,0,2.87003378070875e-29,2.87003378114684e-29,2.95244519514596e-11,2.95244519532623e-11,0,0,5.29752243849699e-17,5.29752243898217e-17,9.23262662510313e-24,9.23262662623057e-24,0,0,4.68427100377462e-30,4.68427100448964e-30,2.74964381341937e-37,2.74964381383909e-37,7.15e-05,602200000000000,6,1,0.1,2.35156001874998e-26,7.99530406374995e-24,2.35156001874998e-26,3.50836815440533e-23,7.30866812875954e-26,1.20024425019324e-23,1.14463975595608e-25,5.53957389713055e-24,5.53957914928762e-24,9.23262969311682e-24,6772403304.19612,345596980639.697,52415117722.5076,1007451642699.24,22664983302.5216,152474728089.819,2.52981917563821e-05,191617827947.131,1,6
5.05964425626941e-07,4.37208226117229e-23,4.37208226181906e-23,0,0,6.46,2.26143672372973e-28,2.26143672413517e-28,0,0,1.30420339586597e-34,1.30420339614036e-34,3.19802712332938e-44,3.19802712410121e-44,3.1839758270417e-16,3.18397582741149e-16,0,0,5.05963493784564e-05,5.0596349380894e-05,0,0,0.057,1.28590654740361e-25,1.28590654759384e-25,0,0,6.65127680978931e-31,6.65127681098176e-31,0,0,1.15076640421467e-36,1.15076640445678e-36,2.8217855086352e-46,2.82178550931622e-46,4.354,1.91849129851283e-22,1.91849129879664e-22,0,0,1.69892620679222e-28,1.69892620709681e-28,1.82895155910219e-34,1.82895155948698e-34,4.48475828277235e-44,4.48475828385473e-44,4.03897272707331e-23,4.03897272767081e-23,0,0,3.14340608834025e-30,3.14340608890381e-30,0.798,3.99651635606245e-25,3.99651635665366e-25,0,0,1.1484289239967e-29,1.14842892420259e-29,2.18852233513241e-35,2.18852233559285e-35,5.36646080079231e-45,5.36646080208748e-45,5.0487165673692e-23,5.04871656811607e-23,0,0,3.48179106882564e-29,3.48179106944987e-29,13,6.28450568279962e-24,6.28450568372929e-24,0,0,3.25060338345181e-29,3.25060338403459e-29,0,0,2.62453867491744e-34,2.62453867546962e-34,6.43561190310387e-44,6.43561190465708e-44,0.097356,3.02921637651331e-23,3.02921637696143e-23,0,0,1.30570310183719e-28,1.30570310207128e-28,4.00605524587359e-36,4.00605524671642e-36,9.82321694052762e-46,9.82321694289841e-46,2.5403,6.5633119577424e-23,6.56331195871332e-23,0,0,3.99392097349046e-28,3.9939209742065e-28,3.06345821445595e-35,3.06345821510047e-35,7.51188191148288e-45,7.51188191329585e-45,0.59943661971831,6.25920501678533e-25,6.25920501771126e-25,0,0,6.74487758912672e-30,6.74487759033596e-30,8.27764325819065e-36,8.27764325993217e-36,2.02975496961821e-45,2.02975497010808e-45,2.66824225352113,1.61559013273408e-22,1.61559013297308e-22,0,0,5.75895256599685e-30,5.75895256702933e-30,8.3023378582781e-38,8.30233786002482e-38,2.03580956991652e-47,2.03580957040786e-47,4.44129031908553e-23,4.44129031974254e-23,0,0,1.86578076785985e-30,1.86578076819436e-30,5.04871874017439e-23,5.04871874092097e-23,0,0,1.30898476287582e-29,1.30898505518366e-29,1.71656422203866e-22,1.71656422229259e-22,0,0,8.41697686892517e-29,8.41697687043419e-29,1.21168959975407e-22,1.21168959993331e-22,0,0,0,0,3.02921390040336e-23,3.02921390085147e-23,0,0,1.90124107413748e-28,1.90124107447834e-28,9.31824720341508e-11,9.31824720419244e-11,0,0,2.28441330383179e-16,2.2844133040971e-16,5.04871801676607e-23,5.04871801751294e-23,0,0,3.10307766488208e-29,3.10307766543841e-29,2.13937917339673e-36,2.13937917377182e-36,7.15e-05,602200000000000,6,1,0.1,1.28591319869193e-25,4.37210487555257e-23,1.28591319869193e-25,1.91849299744087e-22,3.9966311991737e-25,6.5633518969552e-23,6.259272465644e-25,3.02922943354473e-23,3.0292329128141e-23,5.04872004916027e-23,6772403304.19612,345596980639.697,52415117722.5076,1007451642699.24,22664983302.5216,152474728089.819,5.05963493784564e-05,191617827947.131,1,6
7.58946638440411e-07,1.39820400962255e-22,1.39820400986654e-22,0,0,6.46,8.53115616869608e-28,8.53115617045889e-28,0,0,5.67061486222341e-34,5.67061486357453e-34,1.57474609175607e-43,1.57474609218064e-43,8.35972204553211e-16,8.35972204671469e-16,0,0,7.58944721466616e-05,7.5894472151676e-05,0,0,0.057,4.11236473418397e-25,4.11236473490159e-25,0,0,2.50916024338031e-30,2.50916024389878e-30,0,0,5.00347731036057e-36,5.00347731155274e-36,1.38948012416531e-45,1.38948012453992e-45,4.354,6.13538532390018e-22,6.13538532497082e-22,0,0,6.4091106166303e-28,6.40911061795463e-28,7.95219201947885e-34,7.95219202137361e-34,2.20834686685169e-43,2.20834686744707e-43,1.29167654532647e-22,1.29167654555187e-22,0,0,1.18583571728527e-29,1.1858357175303e-29,0.798,1.27809232977726e-24,1.27809233000029e-24,0,0,4.33237521249075e-29,4.33237521338595e-29,9.51556378061272e-35,9.51556378287997e-35,2.64250149934578e-44,2.64250150005821e-44,1.6145959300846e-22,1.61459593036635e-22,0,0,1.31348993285209e-28,1.31348993312351e-28,13,2.00980231369893e-23,2.00980231404965e-23,0,0,1.22627235590587e-28,1.22627235615925e-28,0,0,1.14113593050662e-33,1.14113593077852e-33,3.16896816276085e-43,3.16896816361523e-43,0.097356,9.6875244113386e-23,9.6875244130291e-23,0,0,4.92570078615068e-28,4.92570078716849e-28,1.74181440435969e-35,1.74181440477471e-35,4.8370684657749e-45,4.83706846707901e-45,2.5403,2.09896732271682e-22,2.0989673230831e-22,0,0,1.50668738258303e-27,1.50668738289437e-27,1.33197779054196e-34,1.33197779085933e-34,3.69894028323762e-44,3.69894028423488e-44,0.59943661971831,2.00170644151755e-24,2.00170644186685e-24,0,0,2.54446610336798e-29,2.54446610389375e-29,3.59907424062206e-35,3.5990742414796e-35,9.9947372010172e-45,9.99473720371185e-45,2.66824225352113,5.16671011184401e-22,5.16671011274561e-22,0,0,2.17253899386025e-29,2.17253899430917e-29,3.60982177633052e-37,3.60982177719062e-37,1.00245759540146e-46,1.00245759567173e-46,1.42033933857307e-22,1.42033933882092e-22,0,0,7.03857482712185e-30,7.03857482857624e-30,1.61459674976545e-22,1.61459675004707e-22,0,0,4.93808599854536e-29,4.93808726948755e-29,5.48962838476545e-22,5.4896283857234e-22,0,0,3.17526661520017e-28,3.17526661585629e-28,3.87502126729073e-22,3.87502126796693e-22,0,0,0,0,9.68751507034002e-23,9.68751507203051e-23,0,0,7.17233863090637e-28,7.17233863238841e-28,1.91693436533912e-10,1.91693436554322e-10,0,0,5.99786978061587e-16,5.99786978146435e-16,1.61459647686293e-22,1.61459647714469e-22,0,0,1.1706220711606e-28,1.17062207140249e-28,9.30191623030531e-36,9.30191623215227e-36,7.15e-05,602200000000000,6,1,0.1,4.11238982583644e-25,1.39821254078439e-22,4.11238982583644e-25,6.13539173301875e-22,1.27813565362454e-24,2.09898238959198e-22,2.00173188621457e-24,9.6875736683482e-23,9.68758679372633e-23,1.61459724357453e-22,6772403304.19612,345596980639.697,52415117722.5076,1007451642699.24,22664983302.5216,152474728089.819,7.58944721466616e-05,191617827947.131,1,6
3.28876876657511e-06,1.15347920606035e-19,1.15347920746939e-19,0,0,6.46,4.92684973122084e-24,4.92684973874148e-24,0,0,2.41930634185326e-29,2.41930634628466e-29,5.16494227228396e-38,5.16494228332123e-38,1.0626317645427e-13,1.06263176551835e-13,0,0,0.000328872692962151,0.000328872693071588,0,0,0.057,3.3925859001775e-22,3.39258590432172e-22,0,0,1.44905921940286e-26,1.44905922161479e-26,0,0,2.13466110314781e-31,2.13466110705782e-31,4.55725725120394e-40,4.55725726094259e-40,4.354,5.06142524947199e-19,5.06142525565475e-19,0,0,3.70125955138676e-24,3.70125955703656e-24,3.39264064897441e-29,3.39264065518862e-29,7.24289966792024e-38,7.24289968339795e-38,1.06565836589175e-19,1.06565836719352e-19,0,0,6.84879559630805e-26,6.84879560676262e-26,0.798,1.05423884818263e-21,1.05423884947038e-21,0,0,2.50158098999977e-25,2.50158099381818e-25,4.05902639421907e-30,4.05902640165367e-30,8.66555700588306e-39,8.66555702440046e-39,1.33207439214434e-19,1.33207439377157e-19,0,0,7.58606642632906e-25,7.58606643790907e-25,13,1.65803070309426e-20,1.65803070511963e-20,0,0,7.08148586609581e-25,7.08148587690528e-25,0,0,4.86826238039835e-29,4.86826238931535e-29,1.03931832590509e-37,1.03931832812605e-37,0.097356,7.99215084219227e-20,7.99215085195517e-20,0,0,2.84469807894847e-24,2.8446980832908e-24,7.43137810899356e-31,7.43137812260552e-31,1.58651421099031e-39,1.58651421438063e-39,2.5403,1.73165405299008e-19,1.73165405510541e-19,0,0,8.70153336044705e-24,8.70153337372968e-24,5.68288643471982e-30,5.68288644512911e-30,1.2132312412651e-38,1.21323124385773e-38,0.59943661971831,1.65120071718387e-21,1.65120071920084e-21,0,0,1.46932165837744e-25,1.46932166062026e-25,1.53535940427006e-30,1.5353594070823e-30,3.27781668484824e-39,3.27781669185268e-39,2.66824225352113,4.26265616428338e-19,4.26265616949053e-19,0,0,1.25475594917847e-25,1.25475595109384e-25,1.54019927664616e-32,1.54019927946735e-32,3.28814925496179e-41,3.28814926198851e-41,1.1718182714882e-19,1.17181827291967e-19,0,0,4.06516708681753e-26,4.06516709302296e-26,1.33207912619133e-19,1.33207912781314e-19,0,0,2.85199872242059e-25,2.85200414511752e-25,4.52906576914332e-19,4.52906577467591e-19,0,0,1.8338809987051e-24,1.83388100150449e-24,3.19692676539369e-19,3.19692676929895e-19,0,0,0,0,7.99209689718221e-20,7.99209690694504e-20,0,0,4.14218280418548e-24,4.14218281050839e-24,4.18345813230751e-09,4.18345813490189e-09,0,0,7.62423818051148e-14,7.62423818751168e-14,1.33207755004312e-19,1.33207755167035e-19,0,0,6.7609484147962e-25,6.76094842511669e-25,3.96847567722437e-31,3.96847568328179e-31,7.15e-05,602200000000000,6,1,0.1,3.39273080823411e-22,1.1535284747996e-19,3.39273080823411e-22,5.06146226240677e-19,1.05448901034065e-21,1.73174106838052e-19,1.65134765088506e-21,7.99243531207448e-20,7.99251111546263e-20,1.33208197821077e-19,6772403304.19612,345596980639.697,52415117722.5076,1007451642699.24,22664983302.5216,152474728089.819,0.000328872692962151,191617827947.131,1,6
5.81859089470982e-06,5.80209760850923e-19,5.80209761722306e-19,0,0,6.46,3.04690946367859e-23,3.04690946919878e-23,0,0,1.77579259744754e-28,1.77579260121251e-28,4.38821620718693e-37,4.38821621784036e-37,4.12726698920418e-13,4.12726699411183e-13,0,0,0.000581847491937803,0.000581847492241168,0,0,0.057,1.70649929662036e-21,1.70649929918325e-21,0,0,8.96139396638436e-26,8.96139398261999e-26,0,0,1.56685801066421e-30,1.56685801398619e-30,3.87191227950624e-39,3.87191228890621e-39,4.354,2.54592661795791e-18,2.54592662178146e-18,0,0,2.28895728638448e-23,2.28895729053144e-23,2.49021864753448e-28,2.49021865281412e-28,6.15365998207559e-37,6.15365999701499e-37,5.36043397832709e-19,5.36043398637776e-19,0,0,4.23555713729309e-25,4.23555714496691e-25,0.798,5.30270617752333e-21,5.30270618548682e-21,0,0,1.54699546890223e-24,1.54699547170486e-24,2.97927074652813e-29,2.97927075284446e-29,7.3621990481521e-38,7.36219906602507e-38,6.70055134612441e-19,6.70055135618776e-19,0,0,4.69151411848841e-24,4.69151412698831e-24,13,8.34003415641517e-20,8.34003416894058e-20,0,0,4.37934787580837e-24,4.37934788374248e-24,0,0,3.57331241616571e-28,3.57331242374163e-28,8.83013530501041e-37,8.83013532644744e-37,0.097356,4.02014805483379e-19,4.02014806087147e-19,0,0,1.75925124447202e-23,1.75925124765933e-23,5.45471371021823e-30,5.45471372178315e-30,1.34793071802714e-38,1.34793072129957e-38,2.5403,8.71045294845526e-19,8.71045296153713e-19,0,0,5.38131539590015e-23,5.38131540564972e-23,4.17130933361956e-29,4.17130934246346e-29,1.03078453690194e-37,1.03078453940442e-37,0.59943661971831,8.30547529220578e-21,8.30547530467895e-21,0,0,9.08653295499104e-25,9.08653297145306e-25,1.12694812287109e-29,1.12694812526036e-29,2.78484303533662e-38,2.78484304209737e-38,2.66824225352113,2.1441876303072e-18,2.1441876335275e-18,0,0,7.75989843246085e-25,7.75989844651995e-25,1.13053445796943e-31,1.13053446036638e-31,2.7936939648186e-40,2.79369397160103e-40,5.89444973706227e-19,5.89444974591497e-19,0,0,2.51405979752971e-25,2.51405980208459e-25,6.70058062325385e-19,6.70058063327748e-19,0,0,1.76378596585266e-24,1.76378994620876e-24,2.27819539585499e-18,2.27819539927654e-18,0,0,1.13414286874334e-23,1.13414287079813e-23,1.60810030311237e-18,1.60810030552752e-18,0,0,0,0,4.0201146937028e-19,4.02011469974042e-19,0,0,2.56165723819481e-23,2.56165724283586e-23,1.15966726227683e-08,1.15966726328449e-08,0,0,2.96127798984298e-13,2.9612779933642e-13,6.70057087575131e-19,6.70057088581469e-19,0,0,4.18123165360342e-24,4.18123166117882e-24,2.9128853818651e-30,2.91288538701153e-30,7.15e-05,602200000000000,6,1,0.1,1.70658891212688e-21,5.80240230123139e-19,1.70658891212688e-21,2.54594950777979e-18,5.30425320278494e-21,8.71099108041198e-19,8.30638395677076e-21,4.02032398001279e-19,4.02037085942662e-19,6.7005982612656e-19,6772403304.19612,345596980639.697,52415117722.5076,1007451642699.24,22664983302.5216,152474728089.819,0.000581847491937803,191617827947.131,1,6
8.34841302284452e-06,1.76054497649335e-18,1.76054497962853e-18,0,0,6.46,1.09626522738361e-22,1.09626522968337e-22,0,0,7.39813557290301e-28,7.39813559073739e-28,2.07867272906594e-36,2.07867273472237e-36,1.02313290734118e-12,1.02313290883034e-12,0,0,0.00083481880432945,0.000834818804917943,0,0,0.057,5.17807346027454e-21,5.17807346949566e-21,0,0,3.22426597489679e-25,3.22426598166068e-25,0,0,6.52768231434447e-30,6.52768233008045e-30,1.83410006057055e-38,1.83410006556145e-38,4.354,7.72512969808059e-18,7.72512971183744e-18,0,0,8.23553251066475e-23,8.23553252794123e-23,1.03744660856511e-27,1.03744661106602e-27,2.91494298531579e-36,2.91494299324782e-36,1.62655482123703e-18,1.62655482413365e-18,0,0,1.52395715644825e-24,1.52395715964527e-24,0.798,1.60895176507807e-20,1.60895176794317e-20,0,0,5.56582218550479e-24,5.56582219718036e-24,1.24115677990119e-28,1.24115678289309e-28,3.48733828782971e-37,3.4873382973191e-37,2.03319671913315e-18,2.03319672275394e-18,0,0,1.68801105758031e-23,1.68801106112149e-23,13,2.53063740539728e-19,2.53063740990385e-19,0,0,1.57565212181825e-23,1.57565212512363e-23,0,0,1.48866382967204e-27,1.48866383326067e-27,4.18274754689573e-36,4.18274755827762e-36,0.097356,1.21985227766432e-18,1.21985227983665e-18,0,0,6.32973333962049e-23,6.32973335289912e-23,2.272496588926e-29,2.27249659440423e-29,6.38508584112247e-38,6.38508585849745e-38,2.5403,2.64306082046424e-18,2.64306082517106e-18,0,0,1.93618551295243e-22,1.93618551701421e-22,1.73781882861745e-28,1.73781883280676e-28,4.88278697084586e-37,4.88278698413283e-37,0.59943661971831,2.5200896830147e-20,2.52008968750235e-20,0,0,3.26922915160254e-24,3.26922915846061e-24,4.69490069190883e-29,4.69490070322642e-29,1.31914421919522e-37,1.31914422278479e-37,2.66824225352113,6.50626979725402e-18,6.50626980884062e-18,0,0,2.79202102675347e-24,2.79202103261069e-24,4.70998363454932e-31,4.70998364590363e-31,1.32337137386643e-39,1.3233713774676e-39,1.78859934868707e-18,1.78859935187228e-18,0,0,9.04562712233442e-25,9.04562714131077e-25,2.03320725305989e-18,2.03320725666413e-18,0,0,6.34612047336492e-24,6.34613705614067e-24,6.91289740663329e-18,6.91289741894402e-18,0,0,4.08065854330233e-23,4.08065855186292e-23,4.87955691836779e-18,4.87955692705743e-18,0,0,0,0,1.21984027449019e-18,1.2198402766625e-18,0,0,9.21676758226711e-23,9.21676760160221e-23,2.24959034737838e-08,2.24959034987632e-08,0,0,7.34093827020101e-13,7.34093828088574e-13,2.03320374590025e-18,2.03320374952105e-18,0,0,1.50441172842014e-23,1.50441173157616e-23,1.21353337338153e-29,1.21353337581934e-29,7.15e-05,602200000000000,6,1,0.1,5.17839589339971e-21,1.7606546037559e-18,5.17839589339971e-21,7.72521205444315e-18,1.60950835970818e-20,2.64325443918932e-18,2.52041661062476e-20,1.21991557502044e-18,1.21993244216601e-18,2.03321359924373e-18,6772403304.19612,345596980639.697,52415117722.5076,1007451642699.24,22664983302.5216,152474728089.819,0.00083481880432945,191617827947.131,1,6
